name
Team17 Software Ltd.
Red Chain Games Ltd.
Square Enix
"Square Enix, PopCap Games, Inc."
Haemimont Games
Realmforge Studios
"Vicious Cycle Software, Inc."
Soldak Entertainment
Dovetail Games
Dimensional Ink Games
OVERKILL Software
NeocoreGames
"Bit Blot, LLC"
N3V Games
EA - Maxis
"EA - Maxis, Aspyr (Mac)"
Slightly Mad Studios
Wolfire Games
Mindstorm Studios
Basilisk Games
Playbrains
Black Sea Studios Ltd
1C:InoCo
BattleGoat Studios
Nitro Games
Cyberlore
Twisted Pixel Games
Paleo Entertainment
Lazy 8 Studios
Number None
Kloonigames
Tale of Tales
49 Games
Mousechief
Llamasoft LTD
DnS Development
KranX Productions
Erik SvedÃ¤ng
Hemisphere Games
ArenaNetÂ®
Elecorn
Digital Extremes
Telltale Games
ISOTX
HeR Interactive
"Thinking Studios, Slam Dunk Studios"
TrueThought
Black Jacket Studios
"BioWare, Aspyr (Mac)"
Petroglyph
Aspyr Studios
NovaLogic
Enlight Software Limited
Sigma Team Inc.
Brightside Games
Ubisoft Montpellier
"PopTop Software, BreakAway Games, Frog City Software"
"SkyFallen Entertainment, 1C Company, 1C-SoftClub"
Revolution Software Ltd
Synetic
Ideas Pad
Kokakiki
"Akella, .dat"
Zaratustra Productions
Bamtang
DTP
"Gunnar Games, Inc."
Altar Games
Centauri Production
"CREATIVE ASSEMBLY, Feral Interactive (Mac)"
Sumo Digital
D3T Limited
SEGA
Unicorn Games Studio
SaintXi
Wargaming.net
City Interactive S.A.
City Interactive
Invent4 Entertainment
Honeyslug
Rocksteady Studios
GFI Russia
Targem Games
Teotl Studios
Power of 2
Frima
Digital Eel
Sakari Games
Sandlot Games
3000AD
Ice-Pick Lodge
FromSoftware
"Big Splash Games, LLC"
Aliasworlds Entertainment
PlayFirst
Wadjet Eye Games
Sarbakan
Red Rocket Games
Absolutist Ltd.
Size Five Games
Yullaby
Vectorpark
Gamerizon
iWin
Hip Soft
Alawar
Awem Studio
Spidermonk Entertainment
"Enlight Software Limited, PerspectX"
Interplay Inc.
Black Isle Studios
14Â° East
Shiny Entertainment
BioWare Corporation
Subsoap
Two Tribes
"Virtual Heroes, Army Game Studio"
gamigo US Inc.
"Freeze Tag Inc., Joju Games, Linksolutions Ltd., Dekovir Entertainment"
"Freeze Tag Inc., iQ212"
Piranha Bytes
People Can Fly
Phenomic
"Phenomic, THQ Nordic"
Homegrown Games
THQ Nordic
Cauldron
Rune Forge
DiezelPower
ZoopTEK
Sabi Games
Stormregion
Animation Arts
Quadriga Games
"Arcen Games, LLC"
Makivision Games
Amanita Design
Team Meat
The Odd Gentlemen
FireFly Studios
Illusion Softworks
Croteam
Konstantin Koshutin
Nimbly Games
"Dream Forge Entertainment, LLC"
Runic Games
VIS Interactive
Oasis Games
Independent Programmist Group
Coreplay
Positech Games
Trinoteam
Fatshark
Dark Water Studios Ltd
Crystal Empire Games
BL-Logic
Kerberos Productions Inc.
Arrowhead Game Studios
Kerberos Productions
Blue Fang
KTX Software
New Star Games Ltd
Cadenza Interactive
Artery Games
Mind Control Software
Gaijin Entertainment Corporation
Nemesys Games
Airtight Games
Other Ocean Interactive
Capcom Vancouver
Ludosity
SkyRiver Studios
Elite Games Team
X-Bow Software
SoftLab-NSK
"Headup Games, Clockstone"
ClockStone Studios
Silent Dreams
Nucleosys
Microids
"Octane Games, Meridian4"
Headup Games / Crenetic
MC2
Dedication Games
Totem Games
Dagger Games
Icehole Games
Darkling Room
Muzzy Lane Software
Ntronium Games
Dust Devil Studios Inc.
Gogii
Gogiii
Visceral Games
Electronic Arts
Criterion Games
The Sims Studio
Playdead
Exkee
Blackhole
"Blue Byte, Related Designs"
VStep
Nicklas Nygren
Vanguard Games
"Gearbox Software, Aspyr (Mac), Aspyr (Linux)"
Cold Beam Games
Muse Games
Beatnik Games
Noumenon Games
2K Czech
YAGER
doublesix
Vigil Games
Press Play
Big Fish Studios
Blendo Games
"Kaos Studios, Digital Extremes"
"Double Helix Games, Rainbow Studios, THQ Nordic"
Over the Top Games
Doctor Entertainment AB
Gaming Minds Studios
Mediatonic
"Coreplay GmbH, Bigmoon Studios"
Stickmen Studios
Brawsome
Binary Takeover
Source Studio Ltd.
4sdk
YeaBoing
Cipher Prime Studios
Triumph Studios
Secret Exit Ltd.
Capybara Games
Firemint
ZoÃ« Mode
"Big Sandwich Games, Stratecade LLC"
bitComposer Games
Uber Entertainment
Ronimo Games
Cyan Worlds Inc
Gaijin Games
Lunar Giant
Ino-Co
Digitalmindsoft
"Red Dot Games, PLAY"
Cateia Games
TML-Studios
Giants Software
Hitbox Team
React Games
Streko Graphics
Mind Over Matter Studios
Eggtooth Team
"Trine Studios, G3 Community Patch Team, Mad Vulture Games"
Trendy Entertainment
2K Marin
Dmytry Lavrov
800 North and Digital Ranch
exosyphen studios
I Sioux Game Productions B.V.
Terry Cavanagh
EasyGameStation
Grendel Games
Blind Mind Studios
StarWraith 3D Games LLC
Devil's Details
Eyebrow Interactive
Tomkorp Computer Solutions Inc.
Clara Lehenaff
Colossal Order Ltd.
Martin Ivanov
Ageod
BlueGiant Interactive
Red Redemption
Ivy Games
Joshua Neurnberger
Relentless Software
Digital Reality
11 bit studios
"X1 Software, AWAR"
Coffee Stain Studios
Streum On Studio
Bacon Wrapped Games
Steel Monkeys
Dark Energy Digital Ltd.
"Geoff 'Zag' Keene, Richard Keene"
Extend Studio
Copenhagen Game Collective
"WXP Games, LLC"
Black Lion Studios
Zachtronics
Actalogic
Puppygames
Stout Games
Final Form Games
Cockroach Inc.
Messhof
Alientrap
"Sparpweed, Codeglue"
Peter Brinson and Kurosh ValaNejad
"Games Farm, 3Division"
Colibri Games
Paul Fisch
Kot in Action Creative Artel
IllFonic
Fire Hose Games
Murudai
TimeGate Studios
Krystian Majewski
Mode 7
Signal Studios
Flying Wild Hog
Game Distillery s.r.o.
Zeroscale
"Gaslamp Games, Inc."
Bedlam Games
Killspace Entertainment
Dead Mage
"Nicalis, Inc."
"Grey Havens, LLC"
Mystic Box
Michael Brough
"Big Huge Games, 38 Studios"
Robot Entertainment
Trapdoor Inc.
Cobra Mobile
Jason Rohrer
Big Fat Alien
Geoff Keighley
DANKIE
Daedalic Entertainment
State of Play Games
Manic Game Studios
Ensemble Studios
Re-Logic
Secret Base
Q-Games Ltd.
Supergiant Games
MinMax Games Ltd.
Zeboyd Games
Squid In A Box Ltd
Little Green Men Games
Days of Wonder
Strange Loop Games
The Indie Stone
"Remedy Entertainment, Mountain Sheep, Cornfox &amp; Brothers"
Endlessfluff Games
Pixelante Game Studios
Hazardous Software Inc.
Digital Arrow
PomPom
PomPom Games
"Team Bondi, Rockstar Leeds"
Total Eclipse
Total Eclipse P.C.
Owlchemy Labs
Creat Studios Inc
Nimble Giant Entertainment
"Mommy's Best Games, Croteam"
Swing Swing Submarine
Spiderweb Software
Pocketwatch Games
"Edmund McMillen, Florian Himsl"
Reloaded Productions
"Infinity Ward, Sledgehammer Games"
D-Pad Studio
Eclipse Games
Spectral Games
"Olde SkÃ¼Ã¼l, Sculptured Software"
"Playbrains, Fuel Entertainment"
"Wild Shadow Studios, Deca Games"
1C-Avalon
Zeal Game Studio
Unigine Corp.
"Bit Planet Games, LLC"
"Firaxis Games, Feral Interactive (Linux)"
"Nicalis, Inc., Studio Pixel"
Iridium Studios
Blit Software
Dark Artz Entertainment
Desert Owl Games LLC
Darkpaw Games
"Ironclad Games, Stardock Entertainment"
"Vlambeer, Croteam"
b-Alive
Team 6 Studios
Boss Baddie
MachineGames
Cyanide Montreal
United Front Games
Stardock Entertainment
BUGBEAR
TikGames
RC Knight
Longbow Games
"Hassey Enterprises, Inc."
"Crystal Dynamics, Eidos-MontrÃ©al, Feral Interactive (Mac), Nixxes"
U.S. Army
1C-SoftClub
Lizsoft
Bootsnake Games
Ino-Co Plus
"The Chinese Room, Robert Briscoe"
ASTRO PORT
Lionhead Studios
"Capybara, Superbrothers, Jim Guthrie"
Rockstar Studios
Eden Industries
Retro Affect
"Ty Taylor and Mario CastaÃ±eda, The Quantum Astrophysicists Guild"
The Behemoth
RichMakeGame
Rocket Bear Games
Cyanide Studio
Dancing Dots
"Vblank Entertainment, Inc."
Biart
Arkedo
Brandon Brizzi
Shadow Planet Productions
Coreplay GmbH
Black Pants Studio
Suspicious Developments
ACQUIRE Corp.
System Prisma
DrinkBox Studios
Deep Silver Volition
Freebird Games
"Standing Stone Games, LLC"
Carbon Games
Reality Pump
Med-Art
Enigma SP
Digital Reality Software &amp; Playbox
BlinkWorks Media
DoubleDutch Games
Tindalos Interactive
Almost Human Games
exDream
CodeBrush Games
3 Sprockets
Nihon Falcom
Flat Software
Tennen-sozai
Tribute Games Inc.
David Williamson
UBIart Montpellier
Joakim Sandberg
increpare games
Misfits Attic
Big Robot Ltd
ExDream GmbH
Empty Clip Studios
Trickstar Games
Southend
AMPLITUDE Studios
"Obsidian Entertainment, Aspyr (Mac, Linux, & Windows Update)"
Shovsoft
Finn Morgan
"WB Games Montreal, Splash Damage"
Slant Six Games
"Capcom U.S.A., Inc."
Curve Studios
Waterlily Games
Doublesix Games
Love Conquers All Games
Born Ready Games Ltd.
Pantera Entertainment
"Sledgehammer Games, Raven Software"
Data Realms
Subatomic Studios LLC
Wizarbox
Burut CT
Jasper Byrne
Jet Set Games
Spry Fox LLC
Spaces of Play UG
Brain Candy
Human Head Studios
"Thekla, Inc."
"Creative Assembly, PC Port - Hardlight"
Talawa Games
Spooky Squid Games Inc.
Hanako Games
Kyle Pulver
"Tequila Works, S.L."
Smudged Cat Games Ltd
Sector3 Studios
Yeti Trunk
Looking Glass Studios
Black Market Games
Chucklefish
Illwinter Game Design
Fishlabs Entertainment GmbH
Qooc Software
XII Games
Star Gem Inc.
Turtle Cream
devCAT
NEXON Korea Corp.
"VALOFE, Webzen"
"Ubisoft Paris, Red Storm Entertainment"
Subset Games
Crankshaft Games
"Bluehole, Inc."
New Star Games
Vlambeer
Overhaul Games
BitSits Games
"Engient, Inc"
IPACS
Larian Studios
SuperVillain Studios
Edelweiss
773
"SNK Games, Elemental Games, Katauri Interactive"
"Edmund McMillen, Tyler Glaiel"
Opus
Aleksey Abramenko
Ankama Studio
Gravity Interactive
KING Art
Alkemi
Lukewarm Media
Ratloop Asia
stealth.gg
Noumena Studios
BancyCo
Okugi Studio
ASK Homework
Naddic Games
I-deal Games
Kukouri
Camel101 LLC
Nexon
Big Ant Studios
Rubicon Development
"Cyanide Studio, Spiders"
Memetic Games
Interceptor Entertainment
Dreampainters
CI Games
2x2 Games
Rogue Planet Games
"Level Up Labs, LLC"
OVERKILL - a Starbreeze Studio.
Shiver Games
5th Cell Media
Might and Delight
Keen Software House
Dennaton Games
Torn Banner Studios
Ed Key and David Kanaga
Transhuman Design
Alexander Bruce
Crate Entertainment
SkyGoblin
"Redlynx Ltd, Ubisoft  ShanghaÃ¯"
Squad
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
"HeR Interactive, Inc."
Ninja Theory
Serious Brew
Zero Sum Games
Bithell Games
Exor Studios
Sos Sosowski
"Xavi Canal, Ben Palgi"
"Rudolf Kremers &amp; Alex May, Tuna"
Tomorrow Corporation
"Skybox Labs, Hidden Path Entertainment, Ensemble Studios, Forgotten Empires"
Ubisoft - San Francisco
Galactic Cafe
Neko Entertainment
Denis Galanin (mif2000)
Red Fly Studio
"SNK CORPORATION, Code Mystics"
24 Caret Games
Abbey Games
New World Interactive
SNK CORPORATION
CSR-Studios
Dambuster Studios
Black Forest Games
Zeptolab UK Limited
BlackMark Studio
Avatar Creations
][ Games Inc
Running With Scissors
ioneo
IonFx
LudoCraft Ltd.
Team Psykskallar
Ankama Games
Eagle Dynamics SA
Goldhawk Interactive
Blackbird Interactive
No More Room in Hell Team
Games Foundry
Compulsion Games
Young Horses
Robotronic Games
Polytron Corporation
Megadev
Core Design
Starbreeze Studios AB
General Arcade
Sven Co-op team
QCF Design
Fredaikis AB
"Radial Games Corp, Dejobaan Games, LLC"
Milestone S.r.l.
Wormwood Studios
Minority Media Inc.
Badland Studio
Reverie World Studios
Tiger Style
Artifice Studio
Digital Leisure Inc.
Aventurine SA
Old School Games
Tragnarion Studios
EightyEightGames
SEGA Studios Australia
"Croteam, Alligator Pit"
Sauropod Studio
TLM Partners
Beamdog
DONTNOD Entertainment
"Double Fine Productions, Shiny Shoe"
17-BIT
Iron Galaxy Studios
Cube Roots
HyperSloth
Virtuos
FarmerGnome
Hello Games
Going Loud Studios
Iron Tower Studio
Colin Northway with art by Thomas Shahan
Brightrock Games
Senscape
Metanet Software Inc.
Giant Army
Spicy Horse
Geniaware Srl
NIGORO
Internal Games
Zombie Studios
"Theresa Duringer, Pete Andstadt"
droqen
Eko Software
Threaks
"Gravity, Inc."
Focus Home Interactive
"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano"
Cardboard Computer
Santa Ragione
"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)"
Lucky Frame
Behold Studios
nFusion Interactive
Snowbird Games
Fullbright
Spiders
22cans
Halycon Media GmbH &amp; Co. KG
Kuno Interactive
Mighty Rocket Studio
Games Farm
Locked Door Puzzle
"Double Eleven, Introversion Software"
Shiro Games
"Eric Chahi, DotEmu"
Refract
Bossa Studios
The Men Who Wear Many Hats
Lo-Fi Games
@unepic_fran
"MercurySteam, Climax Studios"
Crocodile Entertainment
Demiurge Studios
Test3 Projects
XYLA Entertainment
"Tripwire Interactive, Anti Matter Games"
Harebrained Schemes
CyberConnect2 Co. Ltd.
"Melos Han-Tani, Marina Kittaka"
The Story Mechanics
Point Five Projects
"Double Helix Games, Capcom"
PlatinumGames
Laboratory Systems
Ubisoft Toronto
"Alexey Bokulev, Snowbird Games"
Ludochip
I-Illusions
55 Revolver
Humble Hearts LLC
L3O Interactive
March Entertainment
Zero Point Software
"FromSoftware, Inc"
"Mine Loader Software Co., Ltd."
Brain Slap Studio
Serellan LLC
"Paradox Development Studio, Paradox Tinto"
"IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)"
KOG
Logic Artists
"United Independent Entertainment, Crafty Studios"
WayForward
FreakZone Games
Red Thread Games
Pathea Games
Idea Factory
Stoic
Eidos Montreal
Apogee Software
3D Realms
"Irrational Games, Looking Glass Studios"
Handyman Studios
FarSight Studios
Robot Loves Kitty
Red Barrels
Pieces Interactive
"Monochrome, Inc"
Andrew Morrish
Team2Bit
Games Distillery s.r.o.
Grinding Gear Games
Lucas Pope
Crackshell
"Beau Blyth, Doseone"
"Eidos-MontrÃ©al, Feral Interactive (Mac)"
The Chinese Room
MercurySteam
Mossmouth
Toxic Games
Dragonfly
Ian Campbell
Greenheart Games
DoubleBear Productions
Panzar Studio
Bennett Foddy
Conifer Games
Game Dev Castle
Zen Studios
Undead Labs
Ivory Tower in collaboration with Ubisoft Reflections
Cellar Door Games
Exato Games Studio
Monolith Productions
TimeSymmetry
"Abstraction Games, The Bitmap Brothers"
"NetherRealm Studios, High Voltage Software"
"Masangsoft, Inc."
Endnight Games Ltd
Phoenix Online Studios
Carlsen Games
Indomitus Games
"M2H, Blackmill Games"
Shining Rock Software LLC
Quantic Dream
"My Little Planet Ltd, Mucky Foot Productions Ltd"
"Mucky Foot Productions Ltd, My Little Planet Ltd"
Untame
Phosfiend Systems
Watchmaker
Tate Multimedia
"Double Eleven, Q-Games Ltd."
Gamepires
777 Studios
Kunos Simulazioni
Dead Shark Triplepunch
Mad Orange
Iron Galaxy
Team Colorblind
Schine GmbH
Michael Todd Games
"Curve Studios, FuturLab"
Lucky Pause
"Poppermost Productions, WastedStudios, Crytek"
Schulenburg Software
"THQ Nordic, Mind Over Matter Studios"
Orthogonal Games
Hidden Variable Studios
Junction Point
Cyberdreams
Sir-Tech
Sir-Tech Canada
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
Matt Cohen
Greg Lobanov
Ironhide Game Studio
Modern Dream
Ndemic Creations
"Moonshark, Inc."
ShadowShifters
Aterdux Entertainment
Chainsawesome Games
"Vex Studios, LLC"
WildTangent
Commotion Games Pty Ltd
RuneStorm
Arkavi Studios
Impromptu Games
Nomad Games
Vertigo Gaming Inc.
Brace Yourself Games
Studio Bean
Crazy Viking Studios
Hashbang Games
Renegade Kid
Rising Star Games
"Nether Productions, LLC"
The Tiniest Shark
Keen Games
Nifflas' Games
Songquito UG
Filament Classic
GalaxyTrail
Pixeljam
North of Earth
Chronic Logic
Dekovir Entertainment
Three Gates
Firedance Games
Saibot Studios
Biart Company LLC
Team Reptile
Nabi Studios
KillHouse Games
Flyleap Studios Pty. Ltd.
Hitcents
Dischan Media
Hopoo Games
Blue Bottle Games
CreativeForge Games
Petit Depotto
Screwfly Studios
Silk Games
Rain Games
Evolutionary Games
"Chad Cuddigan, Joshua Skelton"
Zootfly
ARTDINK
BetaDwarf
Geeta Games
Infinite Monkeys Entertainment Ltd.
"Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com, sanodg (Nobuyoshi Sano), FullPowerSideAttack.com"
Witch Beam
"SNK CORPORATION, Dotemu"
Necrophone Games
"Eric Hartman, Ben Garney, Anthony Rotondo"
Archive Entertainment
The Amiable
ClockStone
sparsevector
Stygian Software
Onipunks Studio Inc.
Digerati Distribution
Krillbite Studio
"Escape Hatch Entertainment, LLC"
Yacht Club Games
"Nicalis, Inc., Edmund McMillen"
"TREND, Soft Pro"
Loiste Interactive
9heads Game Studios
BlueLine Games
Tuque Games
GrisGris
Nocturnal works
MagicalTimeBean
Red Wasp Design Ltd
InterWave Studios
Studio Fizbin
Kiz Studios
"Extremely OK Games, Ltd."
"International Games System, Co., LTD."
The Fun Pimps
Disastercake
Grip Games
Ragtag Studio
"Bitmap Brothers, Vivid Games"
Zoink Games
Wales Interactive
OVERDRIVE
Vertigo Games
Firebrand Games
Cornered Rat Software
JoyMasher
GameCask
8888888 LABS
Candescent Games
Asteroid Base
"Victor Solodilov, Denis Novikov"
Spicyhorse Games
"Spark Unlimited, comcept Inc., Team NINJA"
Simon Roth
Frima Studio
Studio Evil
Blue Isle Studios
"WayForward, Abstraction Games"
Completely Fair Games LLC
Image & Form Games
PD Design Studio
MR-Software GbR
Liquid Flower
Dirigo Games
"Rocketcat Games, Madgarden"
Minor Key Games
BeautiFun Games
"SmiteWorks USA, LLC"
Dotemu
"Jackbox Games, Inc."
Crunching Koalas
Hailstorm Games
Leafy Games
Elefantopia
Flippfly LLC
Harvester Games
Robotality
Gears for Breakfast
Radiant Entertainment
Infinitap Games
StarQuail Games
Glass Bottom Games
Crescent Moon Games
DigitalDNA Games LLC
WhiteMoon Dreams
Final Boss Entertainment
Worthless Bums
Spearhead Games
"Expansive Worlds, Avalanche Studios"
Treasure
grapefrukt games
Topware Interactive
Toontraxx Studios
Starbreeze
ProjectorGames
Cherry Pop Games
Hydravision Entertainment
Massive Entertainment
Impressions Games
Humongous Entertainment
"Daedalic Entertainment, Irresponsible Games"
"Koboldgames, Daedalic Entertainment"
Trilobyte Games
Pulse Entertainment
Full Control
Kylotonn Entertainment
Ubisoft MontrÃ©al
Amazing Atom
"GameCrafterTeam, GameTomo Co., Ltd."
Allgraf
2DArray
"Northway Games, Sarah Northway"
The Dreamers Guild
Xiotex Studios Ltd
"Fantasy Flight Publishing, Inc."
CBE software
Lightmare Studios
2Play
Space Bullet Dynamics Corporation
Vector Unit
Forever Entertainment S. A.
Heart Machine
"INTERMARUM, ONE MORE LEVEL"
Winter Wolves
Awesome Games Studio
Triple.B.Titles
Endless Loop Studios
TORaIKI
The Astronauts
NGD Studios
PlayWay S.A.
"Ex Nihilo, ARTE France"
PolyPusher Studios
"Eden Games, Hydravision Entertainment"
"Darkworks, Spiral House"
Arachnid Games
Naiad Entertainment LLC
Celsius Game Studios
SeeThrough Studios
Agharta Studio
Lonely Troops
Flix Interactive
Storybird
Phr00t's Software
FUN Creators
Iteration 11
Netcore Games
Sakura River Interactive
Ackk Studios
"Aardman Animations, Mobile Pie"
Upper Byte
Laughing Jackal LTD
Mimimi Games
"The Collective, General Arcade"
Ubisoft Sofia
Scientifically Proven
Eutechnyx
dtp Entertainment
WizarBox Production
JoWooD Vienna
Sixteen Tons Entertainment
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE
Spicy Horse Games
Code Force
Big Finish Games
Stage 2 Studios
Moon Studios GmbH
Umix Studios
"2K Australia, Gearbox Software, Aspyr (Linux)"
Xtal Sword
Sumom Games
Xaviant
DolphinBarn
Kitty Lambda Games Inc.
Doppler Interactive
"Phoenix Online Studios, Pinkerton Road Studio"
Red Hook Studios
BluBee Games
"Signal Studios, Krome Studios"
Tomoaki Sugeno
"Moonbite Games, PadaOne Games"
Toco Games
Orange_Juice
Rake in Grass
Gamesbymo Inc.
Coilworks
Noble Empire Corp.
Phantom Compass
"Dream Holdings, TAKAGISM Inc."
HÃ¶rberg Productions
Niffler Ltd.
Darkmire Entertainment
Milkstone Studios
Nine Dots Studio
Stirfire Studios
Avidly Wild Games
HeroLabs
10tons Ltd
Excalibur Publishing
Heydeck Games
"Mindware Co.,Ltd."
"Matt Kap, Nicalis, Inc."
Artnumeris
Breakfall
North Side
GhostShark
Space Budgie
ovos
Unbound Creations
The Dept of Silly Stuff
Sweet Dog Studios
Arc System Works
Mighty Rabbit Studios
Jason Oda
"Ville MÃ¶nkkÃ¶nen, Anne MÃ¶nkkÃ¶nen"
Yakiniku Banzai
South East Games
Popcannibal
Strike Games
Wyrmbyte
The Domaginarium
Mad Otter Games
Ultra Runaway Games
Zenith Blue
MadAboutGamesStudios
Semaphore
Angry Mob Games
Lion's Shade
Dreamatrix
Chaosoft Games
Flow Combine
"TIKIPOD, Electric Cafe"
TwinDrills
A Jolly Corpse
MiniBoss
stillalive studios
Whole Hog Games
K-D Lab
Vae Victis Games
Vitali Kirpu
Waz
Silver Dollar Games
TawStudio Entertainment
Interdimensional Games Inc
"Zaxis Games, B-evil"
Krealit
Rocket Jump
stage-nana
Lucid Games Ltd
Lantana Games
Bloober Team SA
Magiko Gaming
Infamous Quests
Icarus Games
Ignatus Zuk and Gonzalo Villagomez
Elder Games
FAKT Software Gmbh
"CI Games, Deck 13"
Fishcow Studio
PaweÅ‚ MogiÅ‚a
Capcom Game Studio Vancouver
Ironward
Matt Roszak
Fistful of Frags Team
KinifiGames LLC
Limasse Five
ExeCreate Inc.
Switchblade Monkeys Entertainment
Net Games Laboratory
The Working Parts
PIXOWL INC.
Nowhere Studios
Sherman3D
Matthew Brown
White Paper Games
Wastelands Interactive
Epixx.org
Thomas Bowker
Peoleo Entertainment
Project Whitecard Studios Inc.
